I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.054,,0.029,0.023,-0.052,,,,,,
,-0.05,,0.025,0.025,-0.05,,,,,,
,-0.05,,0.025,0.025,-0.05,,,,,,
,-0.05,,0.025,0.025,-0.05,,,,,,
,-0.05,,0.025,0.025,-0.05,,,,,,
,-0.049,,0.024,0.025,-0.05,,,,,,
,-0.045,,0.02,0.028,-0.047,,,,,,
,-0.045,,0.02,0.028,-0.047,,,,,,
,-0.046,,0.021,0.028,-0.047,,,,,,
,-0.043,,0.018,0.029,-0.046,,,,,,
,-0.04,,0.015,0.03,-0.045,,,,,,
,-0.04,,0.015,0.03,-0.045,,,,,,
,-0.04,,0.015,0.03,-0.045,,,,,,
,-0.04,,0.016,0.03,-0.045,,,,,,
,-0.038,,0.013,0.031,-0.044,,,,,,
,-0.035,,0.01,0.033,-0.042,,,,,,
,-0.035,,0.01,0.033,-0.042,,,,,,
,-0.035,,0.01,0.033,-0.042,,,,,,
,-0.033,,0.01,0.031,-0.04,,,,,,
,-0.042,,0.02,0.024,-0.043,,,,,,
,-0.058,,0.036,0.017,-0.052,,,,,,
,-0.065,,0.043,0.013,-0.055,,,,,,
,-0.07,,0.048,0.01,-0.057,,,,,,
,-0.067,,0.045,0.012,-0.056,,,,,,
,-0.065,,0.044,0.011,-0.054,,,,,,
,-0.064,,0.045,0.008,-0.051,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.061,,0.041,0.01,-0.05,,,,,,
,-0.058,,0.038,0.011,-0.049,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.051,,0.033,0.01,-0.043,,,,,,
,-0.049,,0.033,0.01,-0.041,,,,,,
,-0.051,,0.034,0.01,-0.042,,,,,,
,-0.049,,0.032,0.01,-0.042,,,,,,
,-0.045,,0.028,0.013,-0.04,,,,,,
,-0.045,,0.028,0.013,-0.04,,,,,,
,-0.042,,0.026,0.011,-0.037,,,,,,
,-0.039,,0.025,0.01,-0.034,,,,,,
,-0.04,,0.025,0.01,-0.035,,,,,,
,-0.04,,0.025,0.01,-0.035,,,,,,
,-0.036,,0.021,0.013,-0.033,,,,,,
,-0.034,,0.019,0.013,-0.032,,,,,,
,-0.036,,0.02,0.013,-0.033,,,,,,
,-0.034,,0.019,0.012,-0.031,,,,,,
,-0.025,,0.015,0.008,-0.022,,,,,,
,-0.017,,0.011,0.004,-0.014,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.001,,0.003,-0.004,0.002,,,,,,
,0.007,,-0.001,-0.009,0.009,,,,,,
,0.015,,-0.005,-0.013,0.017,,,,,,
,0.02,,-0.008,-0.015,0.022,,,,,,
,0.017,,-0.006,-0.014,0.019,,,,,,
,0.014,,-0.006,-0.011,0.016,,,,,,
,0.015,,-0.008,-0.008,0.015,,,,,,
,0.015,,-0.008,-0.008,0.015,,,,,,
,0.015,,-0.01,-0.004,0.013,,,,,,
,0.012,,-0.007,-0.004,0.011,,,,,,
,0.009,,-0.006,-0.003,0.009,,,,,,
,0.01,,-0.008,0.0,0.007,,,,,,
,0.01,,-0.008,0.0,0.007,,,,,,
,0.01,,-0.009,0.004,0.006,,,,,,
,0.011,,-0.012,0.009,0.003,,,,,,
,0.008,,-0.01,0.009,0.001,,,,,,
,0.005,,-0.007,0.008,0.0,,,,,,
,0.005,,-0.01,0.012,-0.002,,,,,,
,0.005,,-0.01,0.012,-0.002,,,,,,
,0.004,,-0.011,0.015,-0.004,,,,,,
,0.007,,-0.013,0.017,-0.004,,,,,,
,0.002,,-0.01,0.018,-0.008,,,,,,
,-0.02,,0.003,0.025,-0.027,,,,,,
,-0.04,,0.015,0.031,-0.045,,,,,,
,-0.063,,0.025,0.044,-0.069,,,,,,
,-0.07,,0.027,0.051,-0.077,,,,,,
,-0.064,,0.025,0.047,-0.071,,,,,,
,-0.065,,0.025,0.048,-0.072,,,,,,
,-0.061,,0.021,0.05,-0.07,,,,,,
,-0.06,,0.02,0.05,-0.07,,,,,,
,-0.058,,0.018,0.051,-0.069,,,,,,
,-0.055,,0.015,0.053,-0.067,,,,,,
,-0.055,,0.015,0.053,-0.067,,,,,,
,-0.053,,0.013,0.054,-0.066,,,,,,
,-0.067,,0.027,0.047,-0.073,,,,,,
,-0.079,,0.039,0.041,-0.079,,,,,,
,-0.08,,0.04,0.04,-0.08,,,,,,
,-0.08,,0.04,0.04,-0.08,,,,,,
,-0.085,,0.045,0.038,-0.082,,,,,,
,-0.083,,0.043,0.039,-0.081,,,,,,
,-0.093,,0.053,0.035,-0.086,,,,,,
,-0.106,,0.066,0.027,-0.092,,,,,,
,-0.095,,0.055,0.033,-0.087,,,,,,
,-0.086,,0.036,0.059,-0.094,,,,,,
,-0.082,,0.033,0.058,-0.091,,,,,,
,-0.077,,0.034,0.046,-0.08,,,,,,
,-0.068,,0.029,0.044,-0.073,,,,,,
,-0.06,,0.025,0.04,-0.065,,,,,,
,-0.055,,0.024,0.035,-0.058,,,,,,
,-0.058,,0.031,0.026,-0.056,,,,,,
,-0.06,,0.038,0.015,-0.053,,,,,,
,-0.061,,0.041,0.01,-0.05,,,,,,
,-0.065,,0.043,0.013,-0.055,,,,,,
,-0.065,,0.043,0.013,-0.055,,,,,,
,-0.068,,0.044,0.014,-0.058,,,,,,
,-0.072,,0.047,0.014,-0.061,,,,,,
,-0.076,,0.051,0.013,-0.063,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.075,,0.05,0.013,-0.062,,,,,,
,-0.067,,0.044,0.014,-0.057,,,,,,
,-0.092,,0.059,0.02,-0.079,,,,,,
,-0.107,,0.069,0.023,-0.091,,,,,,
,-0.099,,0.064,0.02,-0.084,,,,,,
,-0.1,,0.065,0.02,-0.085,,,,,,
,-0.096,,0.063,0.018,-0.081,,,,,,
,-0.095,,0.063,0.017,-0.08,,,,,,
,-0.093,,0.061,0.019,-0.079,,,,,,
,-0.09,,0.058,0.019,-0.076,,,,,,
,-0.09,,0.06,0.015,-0.075,,,,,,
,-0.086,,0.056,0.018,-0.073,,,,,,
,-0.085,,0.057,0.015,-0.071,,,,,,
,-0.083,,0.057,0.013,-0.069,,,,,,
,-0.08,,0.053,0.016,-0.067,,,,,,
,-0.08,,0.053,0.015,-0.067,,,,,,
,-0.076,,0.053,0.01,-0.061,,,,,,
,-0.075,,0.055,0.004,-0.058,,,,,,
,-0.072,,0.053,0.002,-0.055,,,,,,
,-0.071,,0.055,-0.002,-0.052,,,,,,
,-0.07,,0.055,-0.005,-0.05,,,,,,
,-0.031,,0.013,0.02,-0.033,,,,,,
,0.007,,-0.038,0.066,-0.027,,,,,,
,0.047,,-0.095,0.119,-0.024,,,,,,
,0.089,,-0.158,0.183,-0.024,,,,,,
,0.13,,-0.23,0.265,-0.035,,,,,,
,0.205,,-0.324,0.341,-0.016,,,,,,
,0.281,,-0.391,0.362,0.029,,,,,,
,0.365,,-0.462,0.377,0.085,,,,,,
,0.456,,-0.537,0.391,0.146,,,,,,
,0.525,,-0.577,0.367,0.21,,,,,,
,0.583,,-0.61,0.347,0.264,,,,,,
,0.653,,-0.627,0.275,0.351,,,,,,
,0.675,,-0.614,0.215,0.398,,,,,,
,0.65,,-0.564,0.153,0.41,,,,,,
,0.635,,-0.498,0.042,0.455,,,,,,
,0.617,,-0.467,0.008,0.458,,,,,,
,0.615,,-0.482,0.04,0.441,,,,,,
,0.542,,-0.43,0.046,0.383,,,,,,
,0.385,,-0.293,0.008,0.284,,,,,,
,0.24,,-0.173,-0.015,0.187,,,,,,
,0.137,,-0.095,-0.015,0.11,,,,,,
,0.09,,-0.058,-0.019,0.076,,,,,,
,0.057,,-0.03,-0.027,0.055,,,,,,
,0.024,,-0.003,-0.03,0.032,,,,,,
,0.01,,0.005,-0.025,0.02,,,,,,
,-0.001,,0.01,-0.018,0.008,,,,,,
,-0.017,,0.023,-0.019,-0.003,,,,,,
,-0.031,,0.035,-0.024,-0.011,,,,,,
,-0.043,,0.045,-0.026,-0.019,,,,,,
,-0.06,,0.06,-0.03,-0.03,,,,,,
,-0.077,,0.076,-0.034,-0.041,,,,,,
,-0.081,,0.079,-0.036,-0.042,,,,,,
,-0.08,,0.077,-0.033,-0.043,,,,,,
,-0.08,,0.075,-0.029,-0.046,,,,,,
,-0.08,,0.073,-0.025,-0.047,,,,,,
,-0.08,,0.071,-0.021,-0.049,,,,,,
,-0.08,,0.069,-0.016,-0.052,,,,,,
,-0.08,,0.068,-0.015,-0.052,,,,,,
,-0.081,,0.068,-0.015,-0.053,,,,,,
,-0.085,,0.07,-0.012,-0.057,,,,,,
,-0.085,,0.07,-0.012,-0.057,,,,,,
,-0.088,,0.072,-0.011,-0.06,,,,,,
,-0.09,,0.073,-0.01,-0.062,,,,,,
,-0.091,,0.073,-0.01,-0.063,,,,,,
,-0.095,,0.075,-0.007,-0.067,,,,,,
,-0.095,,0.075,-0.007,-0.067,,,,,,
,-0.098,,0.077,-0.006,-0.07,,,,,,
,-0.101,,0.078,-0.005,-0.073,,,,,,
,-0.1,,0.078,-0.005,-0.072,,,,,,
,-0.1,,0.078,-0.005,-0.072,,,,,,
,-0.104,,0.082,-0.007,-0.075,,,,,,
,-0.106,,0.084,-0.007,-0.075,,,,,,
,-0.104,,0.082,-0.007,-0.075,,,,,,
,-0.106,,0.084,-0.008,-0.075,,,,,,
,-0.11,,0.088,-0.01,-0.077,,,,,,
,-0.11,,0.088,-0.01,-0.077,,,,,,
,-0.11,,0.088,-0.01,-0.077,,,,,,
,-0.11,,0.088,-0.01,-0.077,,,,,,
,-0.109,,0.087,-0.01,-0.076,,,,,,
,-0.105,,,,,0.07,0.035,-0.11,,,
,-0.105,,,,,0.07,0.035,-0.11,,,
,-0.105,,,,,0.07,0.035,-0.107,,,
,-0.105,,,,,0.07,0.035,-0.105,,,
,-0.104,,,,,0.07,0.035,-0.105,,,
,-0.1,,,,,0.07,0.035,-0.105,,,
,-0.1,,,,,0.07,0.035,-0.105,,,
,-0.1,,,,,0.07,0.035,-0.102,,,
,-0.1,,,,,0.07,0.035,-0.099,,,
,-0.099,,,,,0.07,0.036,-0.1,,,
,-0.095,,,,,0.07,0.04,-0.1,,,
,-0.095,,,,,0.07,0.04,-0.1,,,
,-0.095,,,,,0.07,0.043,-0.097,,,
,-0.095,,,,,0.07,0.046,-0.092,,,
,-0.095,,,,,0.07,0.053,-0.09,,,
,-0.095,,,,,0.07,0.065,-0.09,,,
,-0.091,,,,,0.07,0.061,-0.086,,,
,-0.09,,,,,0.07,0.059,-0.081,,,
,-0.09,,,,,0.07,0.061,-0.08,,,
,-0.09,,,,,0.071,0.059,-0.079,,,
,-0.09,,,,,0.075,0.06,-0.075,,,
,-0.086,,,,,0.075,0.076,-0.071,,,
,-0.085,,,,,0.075,0.085,-0.067,,,
,-0.085,,,,,0.075,0.086,-0.063,,,
,-0.085,,,,,0.075,0.092,-0.059,,,
,-0.085,,,,,0.075,0.1,-0.055,,,
,-0.085,,,,,0.079,0.104,-0.056,,,
,-0.082,,,,,0.08,0.109,-0.049,,,
,-0.079,,,,,0.08,0.11,-0.042,,,
,-0.08,,,,,0.08,0.111,-0.039,,,
,-0.08,,,,,0.08,0.12,-0.035,,,
,-0.08,,,,,0.08,0.124,-0.031,,,
,-0.077,,,,,0.083,0.128,-0.027,,,
,-0.074,,,,,0.086,0.13,-0.023,,,
,-0.075,,,,,0.085,0.13,-0.018,,,
,-0.075,,,,,0.085,0.135,-0.01,,,
,-0.075,,,,,0.089,0.147,-0.002,,,
,-0.076,,,,,0.091,0.154,0.006,,,
,-0.073,,,,,0.089,0.156,0.014,,,
,-0.07,,,,,0.091,0.162,0.022,,,
,-0.07,,,,,0.095,0.17,0.03,,,
,-0.07,,,,,0.095,0.178,0.034,,,
,-0.071,,,,,0.094,0.187,0.041,,,
,-0.068,,,,,0.097,0.192,0.048,,,
,-0.065,,,,,0.1,0.197,0.05,,,
,-0.065,,,,,0.1,0.205,0.055,,,
,-0.065,,,,,0.1,0.213,0.071,,,
,-0.065,,,,,0.103,0.226,0.082,,,
,-0.066,,,,,0.107,0.245,0.087,,,
,-0.064,,,,,0.111,0.255,0.091,,,
,-0.055,,,,,0.115,0.255,0.1,,,
,-0.051,,,,,0.119,0.275,0.12,,,
,-0.047,,,,,0.124,0.29,0.139,,,
,-0.043,,,,,0.125,0.301,0.149,,,
,-0.039,,,,,0.126,0.312,0.158,,,
,-0.035,,,,,0.13,0.32,0.175,,,
,-0.031,,,,,0.13,0.337,0.193,,,
,-0.024,,,,,0.133,0.343,0.194,,,
,-0.018,,,,,0.135,0.351,0.202,,,
,-0.013,,,,,0.136,0.37,0.226,,,
,-0.005,,,,,0.14,0.39,0.24,,,
,-0.001,,,,,0.141,0.399,0.243,,,
,0.006,,,,,0.137,0.403,0.26,,,
,0.012,,,,,0.135,0.407,0.276,,,
,0.017,,,,,0.134,0.41,0.281,,,
,0.025,,,,,0.13,0.41,0.285,,,
,0.033,,,,,0.13,0.413,0.297,,,
,0.041,,,,,0.131,0.427,0.304,,,
,0.047,,,,,0.128,0.439,0.307,,,
,0.051,,,,,0.125,0.44,0.31,,,
,0.055,,,,,0.125,0.44,0.315,,,
,0.055,,,,,0.125,0.44,0.34,,,
,0.055,,,,,0.122,0.443,0.351,,,
,0.055,,,,,0.119,0.445,0.348,,,
,0.056,,,,,0.12,0.445,0.353,,,
,0.06,,,,,0.12,0.445,0.365,,,
,0.06,,,,,0.116,0.441,0.361,,,
,0.06,,,,,0.114,0.44,0.36,,,
,0.06,,,,,0.115,0.438,0.358,,,
,0.06,,,,,0.114,0.435,0.355,,,
,0.06,,,,,0.11,0.435,0.355,,,
,0.064,,,,,0.106,0.431,0.351,,,
,0.065,,,,,0.102,0.431,0.35,,,
,0.065,,,,,0.098,0.425,0.348,,,
,0.065,,,,,0.095,0.412,0.345,,,
,0.065,,,,,0.095,0.4,0.345,,,
,0.065,,,,,0.091,0.387,0.341,,,
,0.062,,,,,0.087,0.38,0.341,,,
,0.06,,,,,0.083,0.368,0.335,,,
,0.059,,,,,0.079,0.352,0.322,,,
,0.055,,,,,0.075,0.34,0.315,,,
,0.055,,,,,0.076,0.324,0.307,,,
,0.052,,,,,0.069,0.311,0.3,,,
,0.05,,,,,0.062,0.298,0.286,,,
,0.049,,,,,0.059,0.281,0.265,,,
,0.045,,,,,0.055,0.265,0.245,,,
,0.045,,,,,0.051,0.249,0.229,,,
,0.042,,,,,0.047,0.233,0.213,,,
,0.04,,,,,0.043,0.217,0.197,,,
,0.039,,,,,0.039,0.201,0.181,,,
,0.035,,,,,0.035,0.185,0.165,,,
,0.035,,,,,0.035,0.169,0.149,,,
,0.032,,,,,0.036,0.156,0.136,,,
,0.03,,,,,0.033,0.142,0.122,,,
,0.029,,,,,0.03,0.127,0.107,,,
,0.02,,,,,0.03,0.115,0.095,,,
,0.016,,,,,0.03,0.099,0.079,,,
,0.012,,,,,0.027,0.085,0.066,,,
,0.008,,,,,0.024,0.076,0.052,,,
,0.004,,,,,0.025,0.068,0.037,,,
,0.0,,,,,0.025,0.06,0.025,,,
,-0.004,,,,,0.021,0.052,0.013,,,
,-0.009,,,,,0.019,0.044,0.004,,,
,-0.01,,,,,0.021,0.036,-0.004,,,
,-0.011,,,,,0.019,0.028,-0.012,,,
,-0.015,,,,,0.015,0.02,-0.02,,,
,-0.015,,,,,0.015,0.012,-0.028,,,
,-0.014,,,,,0.016,0.007,-0.036,,,
,-0.017,,,,,0.013,0.001,-0.044,,,
,-0.02,,,,,0.01,-0.006,-0.052,,,
,-0.02,,,,,0.01,-0.01,-0.06,,,
,-0.024,,,,,0.01,-0.018,-0.068,,,
,-0.026,,,,,0.007,-0.023,-0.073,,,
,-0.024,,,,,0.004,-0.027,-0.077,,,
,-0.026,,,,,0.005,-0.03,-0.081,,,
,-0.03,,,,,0.005,-0.03,-0.085,,,
,-0.03,,,,,0.005,-0.03,-0.084,,,
,-0.033,,,,,0.008,-0.029,-0.095,,,
,-0.036,,,,,0.011,-0.032,-0.1,,,
,-0.035,,,,,0.01,-0.035,-0.094,,,
,-0.035,,,,,0.01,-0.035,-0.095,,,
,-0.039,,,,,0.01,-0.039,-0.095,,,
,-0.041,,,,,0.01,-0.041,-0.095,,,
,-0.039,,,,,0.01,-0.038,-0.095,,,
,-0.041,,,,,0.01,-0.035,-0.095,,,
,-0.05,,,,,0.01,-0.035,-0.095,,,
,-0.055,,,,,0.01,-0.035,-0.095,,,
,-0.052,,,,,0.01,-0.035,-0.092,,,
,-0.049,,,,,0.01,-0.035,-0.089,,,
,-0.05,,,,,0.01,-0.035,-0.09,,,
,-0.05,,,,,0.01,-0.035,-0.09,,,
,-0.05,,,,,0.01,-0.035,-0.09,,,
,-0.05,,,,,0.01,-0.032,-0.09,,,
,-0.05,,,,,0.01,-0.029,-0.09,,,
,-0.05,,,,,0.01,-0.03,-0.09,,,
,-0.05,,,,,0.01,-0.03,-0.09,,,
,-0.05,,,,,0.01,-0.03,-0.086,,,
,-0.05,,,,,0.01,-0.03,-0.085,,,
,-0.05,,,,,0.01,-0.03,-0.085,,,
,-0.05,,,,,0.01,-0.03,-0.085,,,
,-0.05,,,,,0.01,-0.03,-0.085,,,
,-0.05,,,,,0.01,-0.026,-0.085,,,
,-0.05,,,,,0.01,-0.025,-0.085,,,
,-0.05,,,,,0.01,-0.025,-0.085,,,
,-0.05,,,,,0.011,-0.025,-0.085,,,
,-0.05,,,,,0.015,-0.025,-0.085,,,
,-0.05,,,,,0.015,-0.025,-0.094,,,
,-0.05,,,,,0.014,-0.025,-0.093,,,
,-0.05,,,,,0.017,-0.025,-0.089,,,
,-0.05,,,,,0.02,-0.025,-0.09,,,
,-0.05,,,,,0.02,-0.025,-0.09,,,
,-0.05,,,,,0.02,-0.021,-0.09,,,
,-0.05,,,,,0.02,-0.019,-0.087,,,
,-0.05,,,,,0.022,-0.021,-0.084,,,
,-0.049,,,,,0.025,-0.019,-0.085,,,
,-0.045,,,,,0.025,-0.015,-0.085,,,
,-0.045,,,,,0.025,-0.015,-0.085,,,
,-0.046,,,,,0.028,-0.016,-0.082,,,
,-0.043,,,,,0.031,-0.013,-0.079,,,
,-0.039,,,,,0.03,-0.01,-0.08,,,
,-0.04,,,,,0.03,-0.01,-0.08,,,
,-0.041,,,,,0.03,-0.01,-0.08,,,
,-0.035,,,,,0.027,-0.007,-0.081,,,
,-0.026,,,,,0.024,-0.004,-0.078,,,
,-0.018,,,,,0.025,-0.005,-0.075,,,
,-0.01,,,,,0.025,-0.005,-0.075,,,
,0.0,,,,,0.025,-0.001,-0.075,,,
,-0.007,,,,,0.026,0.001,-0.076,,,
,-0.022,,,,,0.023,-0.001,-0.073,,,
,-0.033,,,,,0.02,0.001,-0.07,,,
,-0.045,,,,,0.02,0.005,-0.07,,,
,-0.054,,,,,0.02,0.005,-0.07,,,
,-0.052,,,,,0.02,0.004,-0.07,,,
,-0.049,,,,,0.02,0.007,-0.07,,,
,-0.05,,,,,0.02,0.01,-0.07,,,
,-0.05,,,,,0.02,0.01,-0.07,,,
,-0.05,,,,,0.016,0.01,-0.07,,,
,-0.05,,,,,0.015,0.011,-0.07,,,
,-0.05,,,,,0.015,0.008,-0.07,,,
,-0.05,,,,,0.015,0.005,-0.07,,,
,-0.05,,,,,0.015,0.005,-0.07,,,
,-0.05,,,,,0.015,0.001,-0.07,,,
,-0.05,,,,,0.012,-0.001,-0.07,,,
,-0.05,,,,,0.009,0.001,-0.07,,,
,-0.05,,,,,0.01,-0.001,-0.07,,,
,-0.05,,,,,0.01,-0.005,-0.07,,,
,-0.05,,,,,0.01,-0.005,-0.07,,,
,-0.05,,,,,0.01,-0.004,-0.073,,,
,-0.05,,,,,0.01,-0.007,-0.077,,,
,-0.05,,,,,0.009,-0.01,-0.081,,,
,-0.05,,,,,0.005,-0.01,-0.085,,,
,-0.05,,,,,0.005,-0.009,-0.085,,,
,-0.05,,,,,0.005,-0.013,-0.085,,,
,-0.05,,,,,0.005,-0.015,-0.085,,,
,-0.05,,,,,0.004,-0.016,-0.086,,,
,-0.05,,,,,0.0,-0.02,-0.09,,,
,-0.05,,,,,0.0,-0.02,-0.094,,,
,-0.05,,,,,0.0,-0.019,-0.099,,,
,-0.05,,,,,0.0,-0.022,-0.1,,,
,-0.05,,,,,-0.001,-0.025,-0.101,,,
,-0.05,,,,,-0.005,-0.025,-0.105,,,
,-0.05,,,,,-0.005,-0.025,-0.105,,,
,-0.05,,,,,-0.005,-0.028,-0.108,,,
,-0.05,,,,,-0.005,-0.031,-0.11,,,
,-0.05,,,,,-0.005,-0.03,-0.111,,,
,-0.05,,,,,-0.005,-0.03,-0.115,,,
,-0.05,,,,,-0.009,-0.034,-0.115,,,
,-0.05,,,,,-0.01,-0.035,-0.118,,,
,-0.05,,,,,-0.01,-0.035,-0.12,,,
,-0.05,,,,,-0.01,-0.035,-0.121,,,
,-0.05,,,,,-0.01,-0.035,-0.125,,,
,-0.05,,,,,-0.014,-0.039,-0.125,,,
,-0.05,,,,,-0.015,-0.04,-0.125,,,
,-0.05,,,,,-0.015,-0.04,-0.125,,,
,-0.05,,,,,-0.015,-0.04,-0.125,,,
,-0.05,,,,,-0.015,-0.04,-0.125,,,
,-0.048,,,,,-0.015,-0.04,-0.125,,,
,-0.063,,,,,-0.018,-0.043,-0.125,,,
,-0.07,,,,,-0.021,-0.046,-0.125,,,
,-0.064,,,,,-0.02,-0.045,-0.125,,,
,-0.065,,,,,-0.02,-0.045,-0.125,,,
,-0.065,,,,,-0.02,-0.045,-0.124,,,
,-0.065,,,,,-0.02,-0.044,-0.131,,,
,-0.065,,,,,-0.02,-0.047,-0.138,,,
,-0.065,,,,,-0.02,-0.05,-0.14,,,
,-0.065,,,,,-0.02,-0.05,-0.14,,,
,-0.065,,,,,-0.02,-0.05,-0.14,,,
,-0.065,,,,,-0.02,-0.049,-0.14,,,
,-0.065,,,,,-0.02,-0.052,-0.14,,,
,-0.065,,,,,-0.02,-0.055,-0.14,,,
,-0.065,,,,,-0.02,-0.055,-0.14,,,
,-0.065,,,,,-0.02,-0.055,-0.144,,,
,-0.062,,,,,-0.02,-0.055,-0.145,,,
,-0.059,,,,,-0.02,-0.055,-0.145,,,
,-0.06,,,,,-0.02,-0.056,-0.145,,,
,-0.06,,,,,-0.02,-0.06,-0.145,,,
,-0.06,,,,,-0.02,-0.06,-0.149,,,
,-0.06,,,,,-0.02,-0.06,-0.15,,,
,-0.06,,,,,-0.02,-0.06,-0.15,,,
,-0.06,,,,,-0.02,-0.06,-0.15,,,
,-0.06,,,,,-0.02,-0.06,-0.15,,,
,-0.06,,,,,-0.02,-0.064,-0.15,,,
,-0.06,,,,,-0.02,-0.065,-0.153,,,
,-0.06,,,,,-0.02,-0.065,-0.156,,,
,-0.06,,,,,-0.021,-0.065,-0.155,,,
,-0.06,,,,,-0.025,-0.065,-0.155,,,
,-0.06,,,,,-0.025,-0.065,-0.155,,,
,-0.06,,,,,-0.025,-0.065,-0.156,,,
,-0.06,,,,,-0.025,-0.065,-0.153,,,
,-0.06,,,,,-0.025,-0.065,-0.15,,,
,-0.06,,,,,-0.025,-0.065,-0.15,,,
,-0.06,,,,,-0.025,-0.065,-0.15,,,
,-0.062,,,,,-0.025,-0.065,-0.15,,,
,-0.054,,,,,-0.025,-0.065,-0.15,,,
,-0.054,,,,,-0.025,-0.066,-0.15,,,
,-0.08,,,,,-0.025,-0.07,-0.15,,,
,-0.077,,,,,-0.025,-0.07,-0.15,,,
,-0.074,,,,,-0.024,-0.07,-0.147,,,
,-0.076,,,,,-0.027,-0.07,-0.144,,,
,-0.074,,,,,-0.03,-0.07,-0.145,,,
,-0.07,,,,,-0.03,-0.07,-0.145,,,
,-0.07,,,,,-0.03,-0.07,-0.145,,,
,-0.071,,,,,-0.03,-0.07,-0.145,,,
,-0.068,,,,,-0.03,-0.07,-0.145,,,
,-0.065,,,,,-0.03,-0.07,-0.145,,,
,-0.065,,,,,-0.03,-0.07,-0.145,,,
,-0.065,,,,,-0.03,-0.07,-0.141,,,
,-0.065,,,,,-0.03,-0.07,-0.14,,,
,-0.063,,,,,-0.03,-0.069,-0.14,,,
,-0.059,,,,,-0.03,-0.064,-0.14,,,
,-0.055,,,,,-0.03,-0.06,-0.14,,,
,-0.051,,,,,-0.031,-0.06,-0.14,,,
,-0.047,,,,,-0.025,-0.058,-0.14,,,
,-0.042,,,,,-0.016,-0.052,-0.14,,,
,-0.04,,,,,-0.008,-0.05,-0.14,,,
,-0.04,,,,,0.0,-0.05,-0.14,,,
,-0.032,,,,,0.008,-0.042,-0.136,,,
,-0.027,,,,,0.016,-0.036,-0.132,,,
,-0.021,,,,,0.025,-0.034,-0.128,,,
,-0.014,,,,,0.03,-0.028,-0.124,,,
,-0.01,,,,,0.03,-0.02,-0.12,,,
,-0.002,,,,,0.046,-0.016,-0.116,,,
,0.003,,,,,0.056,-0.012,-0.112,,,
,0.007,,,,,0.069,-0.008,-0.108,,,
,0.011,,,,,0.08,-0.005,-0.105,,,
,0.015,,,,,0.07,-0.005,-0.105,,,
,0.019,,,,,0.066,-0.001,-0.105,,,
,0.023,,,,,0.059,0.0,-0.105,,,
,0.027,,,,,0.053,0.002,-0.105,,,
,0.031,,,,,0.048,0.006,-0.104,,,
,0.03,,,,,0.04,0.005,-0.1,,,
,0.026,,,,,0.037,-0.003,-0.1,,,
,0.022,,,,,0.026,-0.012,-0.1,,,
,0.018,,,,,0.015,-0.017,-0.1,,,
,0.014,,,,,0.008,-0.022,-0.1,,,
,0.01,,,,,0.0,-0.03,-0.1,,,
,0.006,,,,,-0.012,-0.038,-0.104,,,
,0.002,,,,,-0.021,-0.043,-0.107,,,
,-0.003,,,,,-0.029,-0.047,-0.116,,,
,-0.012,,,,,-0.036,-0.05,-0.127,,,
,-0.02,,,,,-0.04,-0.05,-0.13,,,
,-0.024,,,,,-0.044,-0.058,-0.129,,,
,-0.03,,,,,-0.051,-0.064,-0.137,,,
,-0.039,,,,,-0.058,-0.067,-0.154,,,
,-0.046,,,,,-0.06,-0.071,-0.167,,,
,-0.05,,,,,-0.06,-0.075,-0.17,,,
,-0.05,,,,,-0.06,-0.079,-0.17,,,
,-0.05,,,,,-0.059,-0.083,-0.173,,,
,-0.05,,,,,-0.062,-0.087,-0.175,,,
,-0.05,,,,,-0.065,-0.09,-0.176,,,
